favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
14492,Twitter Media Studio,"To hide their own failures, the TDP Government in AP is spreading so many lies.

BJP’s truth will defeat the Tsunam… https://t.co/lTRLT3G2Ed",,False,Wed Jan 02 14:17:26 +0000 2019,3588,1080468110283423744
5257,Twitter Web Client,"Looking forward to interacting with @BJP4TamilNadu Karyakartas at 4:30 this evening. 

Watch the interaction on the… https://t.co/TPx6cUiA8t",,False,Sat Dec 15 10:48:41 +0000 2018,1243,1073892596253163520
6566,Twitter Media Studio,ਐਨਡੀਏ ਸਰਕਾਰ ਨੇ ਹਮੇਸ਼ਾ ਕਿਸਾਨਾਂ ਦੇ ਹੱਕਾਂ ਬਾਰੇ ਸੋਚਿਆ ਹੈ ਤੇ ਉਹਨਾਂ ਦੇ ਵਿਕਾਸ ਲਈ ਕਈ ਠੋਸ ਕਦਮ ਚੁੱਕੇ ਹਨ ਜਦਕਿ ਕਾਂਗਰਸ ਦਹਾਕਿਆਂ… https://t.co/1Tfd4nNTil,,False,Thu Jan 03 14:58:07 +0000 2019,1541,1080840737959247872
19815,Twitter Media Studio,"70 साल में पहली बार हमारी सरकार ने किसानों की आय बढ़ाने के बारे में सोचा है।
 
हम बहुत ईमानदारी और परिश्रम से किसा… https://t.co/zb5y4ilDcn",,False,Sun Dec 16 15:20:13 +0000 2018,4197,1074323318327730177
9215,Twitter Media Studio,"हमारे जवानों की सुरक्षा के प्रति कांग्रेस का क्या रवैया रहा है, ये मैं देश को फिर याद दिलाना चाहता हूं। https://t.co/wf5l5t0N2U",,False,Sun Dec 16 15:18:52 +0000 2018,2304,1074322977645301760
9947,Twitter Media Studio,"The 2019 polls are special because those born in the 21st century will also vote.

Requested first time voters to b… https://t.co/t9yWeRoGTy",,False,Wed Jan 02 14:15:41 +0000 2019,2761,1080467669663473665
7370,Twitter Web Client,"Glad to have spent a large part of the day in the historic city of Prayagraj.

The city is all set to host the Kumb… https://t.co/8616jajNOG",,False,Sun Dec 16 16:17:47 +0000 2018,1683,1074337803452981251
8286,Twitter Media Studio,It makes me very happy that the people of Prayagraj and the UP Government are devoting special attention to cleanli… https://t.co/CnAo3SC50X,,False,Sun Dec 16 16:23:02 +0000 2018,1988,1074339124310495237
9337,Twitter Web Client,"Earlier today in Raebareli, I visited the Modern Coach Factory. 

In the last four years, substantial effort has be… https://t.co/lW3pHEuhAg",,False,Sun Dec 16 15:12:43 +0000 2018,2210,1074321428999274496
8443,Twitter Media Studio,"During the Cabinet meeting yesterday, a landmark decision was taken that benefits the MSME sector. 

Know more... https://t.co/mBuaVkh0QJ",,False,Thu Jan 03 14:59:16 +0000 2019,2055,1080841028813217792
12204,Twitter for iPhone,Sharing some glimpses from the wonderful cultural programme at the DGPs/IGPs Conference at Kevadia. https://t.co/PAmswEx8NH,,False,Fri Dec 21 16:45:57 +0000 2018,2507,1076156831276417028
11272,Twitter Web Client,"I appreciate the entire team of @BJP4Assam for their excellent work across the state, which has resulted in the Par… https://t.co/WRteR8azU6",,False,Sat Dec 15 10:42:11 +0000 2018,2316,1073890960826867713
14043,Periscope,Always special to be in Prayagraj. Speaking at a public meeting. Watch. https://t.co/SZQuqoJvsG,,False,Sun Dec 16 10:44:45 +0000 2018,3050,1074253995043041287
7095,Twitter for iPhone,"Looking forward to interacting with @BJP4Andhra Karyakartas at 4 PM. 

Do watch. https://t.co/za4awJbl2Q",,False,Wed Jan 02 09:42:27 +0000 2019,1524,1080398907635625984
17521,Twitter Web Client,"कांग्रेस सरकार के द्वारा किए गए हर रक्षा सौदे में कोई न कोई विदेशी मामा, अंकल, चाचा-भतीजा निकल आता है।
 
इसलिए जब… https://t.co/J5v4KKprib",,False,Sun Dec 16 15:19:33 +0000 2018,4601,1074323150253580290
75001,Twitter for iPhone,"Wishing everyone a joyous 2019!

May everyone be happy and healthy. I pray that all your wishes are fulfilled in 2019.",,False,Tue Jan 01 03:04:37 +0000 2019,11831,1079936404480839680
40167,Twitter for Android,"I would specially urge you all to visit Kevadia and see the ‘Statue of Unity.’ 

Some friends told me that the Stat… https://t.co/o197FnmvIe",,False,Fri Dec 21 05:27:32 +0000 2018,7340,1075986101519740930
7284,Twitter Web Client,"India is glad to welcome President @ibusolih, President of the Republic of Maldives. 

This is his first overseas v… https://t.co/CDwkf35OBU",,False,Mon Dec 17 14:26:12 +0000 2018,1492,1074672112789381122
6394,Twitter Media Studio,"Since the days of the Jana Sangh, women Karyakartas have played a pivotal role in the Party. 

I commend the… https://t.co/HWphKCLcUQ",,False,Sat Dec 22 16:30:50 +0000 2018,1594,1076515413905887232
16652,Twitter Web Client,"As he begins his innings as Madhya Pradesh Chief Minister, I convey my greetings to Shri Kamal Nath Ji. Best wishes… https://t.co/WKAtfkaUGa",,False,Mon Dec 17 14:20:02 +0000 2018,1990,1074670560108408832
13318,Twitter Web Client,"Congress has disdain for the judiciary. 

After all, it was the Courts that kept a check on Congress’ authoritarian… https://t.co/tsJAVhx3kO",,False,Sun Dec 16 16:25:59 +0000 2018,3625,1074339869634244614
18310,Twitter for iPhone,A momentous victory by one of India’s most outstanding athletes. Congratulations to @Pvsindhu1 for the historic win… https://t.co/p21M0NJtQJ,,False,Sun Dec 16 16:57:27 +0000 2018,2999,1074347785342861313
14070,Twitter Media Studio,"Rewards, Congres style!

If one is associated with the 1984 anti-Sikh massacre, one gets to become MP, CM thanks to… https://t.co/8ddfZQHqF3",,False,Thu Jan 03 14:57:54 +0000 2019,4434,1080840684351905793
8400,Twitter Media Studio,"We are determined to improve the health of women across India. 

At the @BJPMahilaMorcha meet, talked about some of… https://t.co/g1qMEYPBKU",,False,Sat Dec 22 16:32:07 +0000 2018,2079,1076515739601944576
5173,Twitter Web Client,Shared my thoughts on a wide range of issues concerning our security systems and the working of the police forces a… https://t.co/PXEjxpLlLN,,False,Sat Dec 22 16:26:32 +0000 2018,1323,1076514335583653888
5837,Twitter Web Client,Congratulations to the @BELRedLions for winning the #HWC2018. I also congratulate @oranjehockey for their spirited… https://t.co/8HC79LEVcg,,False,Mon Dec 17 06:45:39 +0000 2018,1174,1074556211360456704
16340,Twitter Web Client,"Kudos to all those who worked hard to ensure the 2018 Hockey World Cup is a resounding success. 

Congratulations t… https://t.co/aC6Ad7xA0G",,False,Mon Dec 17 06:47:25 +0000 2018,2846,1074556653842751488
11692,Twitter Web Client,I thank my sisters and brothers of Assam for their strong support for @BJP4Assam in the recent Panchayat Polls acro… https://t.co/3lU20wlfE0,,False,Sat Dec 15 10:41:50 +0000 2018,2443,1073890872490647552
16195,Twitter Web Client,"Haryana trusts BJP! 

I thank the people of Haryana for continuously reposing their faith in @BJP4Haryana.

We deri… https://t.co/16bR6sAn4r",,False,Wed Dec 19 14:23:44 +0000 2018,3880,1075396266480168960
29466,Twitter Web Client,"Over the last few years, the BJP and the NDA family have become the preferred choice of the Northeast. We consider… https://t.co/3oZamYu7lP",,False,Sat Dec 15 10:42:32 +0000 2018,4972,1073891048445882368
16455,Twitter Web Client,"Our party is blessed to have the support of such hard-working volunteers.
My best wishes to everyone. Happy volunte… https://t.co/nUbVer0J7L",,False,Thu Jan 03 06:36:16 +0000 2019,4421,1080714443607011331
6026,Twitter Web Client,Here are some pictures from the 106th Indian Science Congress. https://t.co/la1Y0BO7jC,,False,Thu Jan 03 13:59:34 +0000 2019,1434,1080826003381936128
11399,Periscope,Having a wonderful interaction with the hardworking @BJP4Andhra Karyakartas. Watch. https://t.co/ewvSpYPVH3,,False,Wed Jan 02 10:37:23 +0000 2019,2564,1080412731860107269
24875,Twitter Web Client,Congratulations to Shri @ashokgehlot51 Ji and Shri @SachinPilot Ji on taking oath as the CM and Deputy CM of Rajast… https://t.co/ctoU9aycsH,,False,Mon Dec 17 06:42:14 +0000 2018,3082,1074555350790037505
26930,Twitter for iPhone,"The Ujjwala Yojana continues to transform lives, emerging as an agent of change for the poor. Delighted that the nu… https://t.co/55wDB1INpG",,False,Wed Jan 02 16:10:16 +0000 2019,5570,1080496507089027072
12863,Twitter for iPhone,Looking forward to addressing the Republic Summit tomorrow morning in Mumbai. @republic https://t.co/nMPZtyD37V,,False,Mon Dec 17 16:35:07 +0000 2018,2794,1074704553776439296
12899,Twitter for Android,Reached Kevadia in Gujarat for the Conference of DGPs/IGPs. Looking forward to fruitful deliberations that will str… https://t.co/hl0Eozi0nW,,False,Fri Dec 21 05:23:38 +0000 2018,2380,1075985121071849473
7073,Twitter Web Client,"President @ibusolih's people-centric development efforts are truly commendable. 

As a close friend, India always w… https://t.co/PesslnVXnE",,False,Mon Dec 17 14:28:33 +0000 2018,1464,1074672704333086720
29565,Twitter for iPhone,"Today on #VijayDiwas, we remember the indomitable spirit of the brave soldiers who fought in 1971. Their unwavering… https://t.co/AIsFkzgnSn",,False,Sun Dec 16 02:52:03 +0000 2018,6061,1074135036092432385
14552,Periscope,Addressing the National Convention of @BJP4India Mahila Morcha. Watch. https://t.co/kgbdBqzk06,,False,Sat Dec 22 11:56:40 +0000 2018,3228,1076446421660819456
16154,Twitter for iPhone,"During the Conference of DGPs and IGPs, I’ve also got the opportunity to meet select groups of officials and discus… https://t.co/zXwR4p0bkV",,False,Fri Dec 21 16:41:42 +0000 2018,2813,1076155762148282368
17394,Periscope,Happy to be in Raebareli. Watch my speech at the public meeting. https://t.co/G1usbS8jIA,,False,Sun Dec 16 06:18:00 +0000 2018,3984,1074186862590189568
14820,Twitter Media Studio,"Over the last four and a half years, lot of effort has been devoted towards women empowerment. 

Nari Shakti has be… https://t.co/4OYeUamluW",,False,Sat Dec 22 16:31:38 +0000 2018,3364,1076515615798636546
14522,Twitter Web Client,"Had an excellent interaction with newly elected Sarpanches of Panchayats from across Jammu and Kashmir. 

Wished th… https://t.co/mIKjGEcn7r",,False,Wed Dec 19 14:27:26 +0000 2018,2837,1075397199167508480
11363,Twitter for iPhone,Dear @capt_amarinder Ji best wishes for the procedure. Praying for your speedy recovery. https://t.co/OGJu6y25KF,,False,Sun Dec 16 16:58:03 +0000 2018,1862,1074347936992124928
6712,Twitter Media Studio,"Caring for every Indian, providing national, financial and healthcare security to our citizens.

Know what I told a… https://t.co/0YAdJyRSQz",,False,Wed Jan 02 14:16:08 +0000 2019,1758,1080467785501659136
42166,Twitter for iPhone,"लौह पुरुष सरदार वल्लभभाई पटेल को उनकी पुण्यतिथि पर मेरी विनम्र श्रद्धांजलि।

Remembering the great Sardar Patel on… https://t.co/QhOGJmKU2h",,False,Sat Dec 15 02:50:08 +0000 2018,7379,1073772163793149952
9814,Twitter Media Studio,"Our approach to GST has always been people friendly. 

We have always sought feedback from various stakeholders and… https://t.co/IWa4RsguEO",,False,Thu Jan 03 14:59:02 +0000 2019,2616,1080840969505857536
12810,Twitter for iPhone,It’s been a productive day at the Conference of DGPs/IGPs in Kevadia. We’ve been having detailed presentations on v… https://t.co/LrNzTLXXIu,,False,Fri Dec 21 16:40:55 +0000 2018,2384,1076155563816427522
9269,Twitter Web Client,"The efforts of our police forces in countering terrorism are commendable. At the DGPs/IGPs conference, spoke about… https://t.co/e7mGB5DsBX",,False,Sat Dec 22 16:27:10 +0000 2018,2098,1076514492857561089
5920,Twitter Web Client,"Will be interacting with @BJP4TamilNadu and @BJP4Puducherry Karyakartas at 4:30 this evening.

Watch the interactio… https://t.co/O3kGxPPDYj",,False,Wed Dec 19 08:19:08 +0000 2018,1368,1075304512661839872
14161,Twitter for iPhone,Best wishes to Manipur’s dynamic CM Shri @NBirenSingh Ji on his birthday. He is working tirelessly for the developm… https://t.co/P5YgPP9PWh,,False,Tue Jan 01 04:28:21 +0000 2019,2115,1079957474030116865
20147,Twitter Web Client,"पहले की सरकारों में क्या कार्य संस्कृति थी, कैसे अन्याय हुआ, इसकी गवाह रायबरेली रेल कोच फैक्ट्री है।
2014 तक यहां… https://t.co/PAbVHaeb0H",,False,Sun Dec 16 15:15:49 +0000 2018,4771,1074322208556752896
23396,Twitter Media Studio,"Beloved Shastri Ji gave us the slogan- Jai Jawan, Jai Kisan.

20 years ago, the great Atal Ji added Jai Vigyan.

To… https://t.co/EWju8cDvgI",,False,Thu Jan 03 14:01:53 +0000 2019,5253,1080826586994077699
18268,Twitter Web Client,"प्रयागराज में संगम पर पूजा - अर्चना का अवसर पाकर धन्य हुआ। 

देशवासियों की ख़ुशहाली और उन्नति की प्रार्थना की। https://t.co/w5ARk07w8H",,False,Sun Dec 16 16:20:27 +0000 2018,3550,1074338475669946368
8307,Twitter Web Client,These elected Sarpanches are extraordinary individuals who have shown immense courage in the face of heavy odds.… https://t.co/u5ULmrkmcv,,False,Wed Dec 19 14:28:24 +0000 2018,1843,1075397438914015232
12045,Periscope,Speaking on ‘Future India: Science and Technology’ at the 106th Indian Science Congress. Watch. https://t.co/AVFfXT18xd,,False,Thu Jan 03 08:01:15 +0000 2019,2843,1080735830094753792
9953,Twitter Web Client,I congratulate Shri @Bhupesh_Baghel Ji on being sworn-in as Chhattisgarh's Chief Minister and wish him the very bes… https://t.co/Olmb2DAHu4,,False,Mon Dec 17 14:21:45 +0000 2018,1328,1074670991966490624
7980,Twitter Web Client,India and the Maldives look forward to working together in areas such as maritime cooperation and mitigating climat… https://t.co/PgGseRSTJm,,False,Mon Dec 17 14:31:56 +0000 2018,1702,1074673554942177281
7209,Twitter Media Studio,"Today in Prayagraj, several projects were inaugurated or their foundation stones were laid. These will improve the… https://t.co/CrYCrpnliR",,False,Sun Dec 16 16:22:38 +0000 2018,1820,1074339023731093509
9809,Twitter Web Client,"I commend the @BJP4Haryana team for assiduously working for people's welfare. 

Under the leadership of Shri… https://t.co/tHDI7n9S4o",,False,Wed Dec 19 14:24:16 +0000 2018,2379,1075396400974770176
4215,Twitter Web Client,ਗੁਰਦਾਸਪੁਰ ਤੇ ਸਮੂਹ ਪੰਜਾਬ ਵਾਸੀਆਂ ਦਾ ਇੰਨੇ ਪਿਆਰ ਤੇ ਸਤਿਕਾਰ ਦਾ ਬਹੁਤ-ਬਹੁਤ ਧੰਨਵਾਦ। ਅੱਜ ਗੁਰਦਾਸਪੁਰ ਰੈਲੀ ਦੀਆਂ ਕੁੱਝ ਤਸਵੀਰਾਂ ਸਾਂ… https://t.co/gJL3dgjpvQ,,False,Thu Jan 03 14:55:43 +0000 2019,1009,1080840135241945095
7053,Twitter Web Client,"प्रयागराज का आज का मेरा कार्यक्रम प्राचीन विरासत और जनता के लिए आधुनिक सुविधाओं को समर्पित था। 

नया हवाई अड्डा देश… https://t.co/yDzVaoxQmU",,False,Sun Dec 16 16:21:59 +0000 2018,1592,1074338860371460096
6068,Twitter Media Studio,"Several members of the Telugu community have prospered overseas.

Thus, it was natural for a Karyakarta from Andhra… https://t.co/zVu3FaKhRn",,False,Wed Jan 02 14:16:42 +0000 2019,1630,1080467928594624513
6403,Twitter Media Studio,"With the blessings of the people and the earnest desire to ensure more pilgrims can pray to Sri Guru Nanak Dev Ji,… https://t.co/oCFCEeGnne",,False,Thu Jan 03 14:57:19 +0000 2019,1712,1080840535680532480
11254,Twitter for iPhone,Birthday greetings to Karnataka CM Shri @hd_kumaraswamy Ji. Praying for his long and healthy life.,,False,Sun Dec 16 07:18:12 +0000 2018,1482,1074202013246861312
11543,Twitter Media Studio,"Karyakartas told me how NTR Garu referred to Congress as 'Dushta Congress' but for TDP today, it is 'Dost Congress.… https://t.co/vc0RVcUgMf",,False,Wed Jan 02 14:17:58 +0000 2019,3069,1080468243578421249
43523,Twitter Web Client,Kader Khan Ji brightened the screen with his stupendous acting skills and lightened it thanks to his unique sense o… https://t.co/VmRC6hsqia,,False,Tue Jan 01 07:25:36 +0000 2019,6477,1080002081983885312
18846,Twitter for iPhone,"Do you have an idea for this month’s #MannKiBaat on the 30th? 

Share it on the MyGov Open Forum. 

You can also di… https://t.co/v51XlJTcVg",,False,Thu Dec 20 02:54:52 +0000 2018,3682,1075585296765476870
6408,Twitter Media Studio,"India’s history in science, technology and innovation will make every Indian proud.

A century ago, with minimum re… https://t.co/W6iUF0PNY9",,False,Thu Jan 03 14:00:42 +0000 2019,1545,1080826287101337600
29090,Twitter for Android,"Chennai based Dr S Jayachandran is a hero. His was a life purely for the betterment of others. 
https://t.co/CVlJiFmPZ7",,False,Fri Dec 21 11:55:42 +0000 2018,6854,1076083789145681922
22691,Twitter for iPhone,Congratulations to Mr. Zoramthanga on taking oath as Mizoram's Chief Minister. Wishing him the very best for his te… https://t.co/eBZe4C8fpI,,False,Sat Dec 15 13:35:02 +0000 2018,3272,1073934457596469249
34072,Periscope,"In case you missed it, here is my interview with @ANI. Have spoken about a wide range of issues. Watch! https://t.co/lpmtWiObFk",,False,Tue Jan 01 14:35:14 +0000 2019,10440,1080110202748264448
12099,Twitter Web Client,The high voter turnout in the polls clearly displays immense faith that people of J&amp;K have put in grass root democr… https://t.co/xrKNkDuYUD,,False,Wed Dec 19 14:29:03 +0000 2018,2449,1075397604056297472
9617,Twitter Web Client,"The Hockey World Cup in Odisha has been a treat for sports lovers. It was characterised by iconic matches, exceptio… https://t.co/2qE09fTQRJ",,False,Mon Dec 17 06:46:42 +0000 2018,1821,1074556472732803072
15799,Twitter for iPhone,"With the passing away of Dipali Barthakur Ji, we have lost an outstanding singer who made Assamese music and cultur… https://t.co/5YJnmtGTpL",,False,Fri Dec 21 12:03:05 +0000 2018,3087,1076085646584963072
14848,Periscope,Great euphoria at the huge rally in Gurdaspur. Here is my speech. https://t.co/ScGYpvLNCa,,False,Thu Jan 03 10:15:16 +0000 2019,3353,1080769555163541504
9575,Periscope,Wonderful to interact with booth level Karyakartas from Tamil Nadu. Watch. https://t.co/7ZIe5Z5ZJy,,False,Sat Dec 15 11:08:45 +0000 2018,2237,1073897643871367170
19484,Twitter Web Client,Need of the hour for the police forces is to use latest technology including social media. Lots can also be done in… https://t.co/oNGca42VwY,,False,Sat Dec 22 16:27:50 +0000 2018,3635,1076514661208453120
11043,Twitter Web Client,There are elements who are exploiting caste fault-lines for their short term gains. It is important that police for… https://t.co/c8EISMflvs,,False,Sat Dec 22 16:27:32 +0000 2018,2685,1076514586386345985
8016,Twitter Media Studio,"A very emotional moment from today’s interaction with @BJP4Andhra Karyakartas…

We were honoured that Shri P V Chal… https://t.co/c8Tdqfw9RU",,False,Wed Jan 02 14:28:43 +0000 2019,2057,1080470950632538114
19327,Twitter for Android,"Paid tributes to the great Sardar Patel at the ‘Statue of Unity.’ 

As India’s Home Minister, his contribution towa… https://t.co/ssFGTYIzcM",,False,Fri Dec 21 05:25:41 +0000 2018,3615,1075985636451123201
9619,Twitter Media Studio,"2018 was a great year for Indian science. 

Our nation achieved a lot and we must do a lot more in the years to com… https://t.co/mrLSH5OG8l",,False,Thu Jan 03 14:02:54 +0000 2019,2221,1080826842343297024
13490,Periscope,Having an interesting interaction with BJP Karyakartas based in Tamil Nadu and Puducherry. Watch. https://t.co/paDaTQaj5k,,False,Wed Dec 19 11:15:30 +0000 2018,2839,1075348895020896258
